 c_patente |         ini         | fin 
 1757      | 2017-05-22 00:00:00 | 
 1758      | 2017-06-01 00:00:00 | 
 1759      | 2017-06-30 00:00:00 | 
 1760      | 2017-06-06 00:00:00 | 
 1761      | 2017-07-31 00:00:00 | 
 1762      | 2017-09-25 00:00:00 | 
 1763      | 2017-06-15 00:00:00 | 
 1764      | 2017-07-31 00:00:00 | 
 1765      | 2017-12-12 00:00:00 | 
 1766      | 2017-11-13 00:00:00 | 
 1767      | 2017-12-04 00:00:00 | 
 1768      | 2017-12-06 00:00:00 | 
 1769      | 2018-02-01 00:00:00 | 
 1770      | 2018-01-22 00:00:00 | 
 1771      | 2018-02-12 00:00:00 | 
 1772      | 2018-03-20 00:00:00 | 
 1773      | 2018-04-16 00:00:00 | 
 1774      | 2018-09-24 00:00:00 | 
 1775      | 2018-07-09 00:00:00 | 
 1776      | 2018-09-24 00:00:00 | 
 1777      | 2018-10-12 00:00:00 | 
 1778      | 2018-10-08 00:00:00 | 
 1779      | 2018-10-25 00:00:00 | 
 1780      | 2018-11-18 00:00:00 | 
 1781      | 2018-10-17 00:00:00 | 
 1782      | 2018-10-19 00:00:00 | 
 1783      | 2018-12-05 00:00:00 | 
 1784      | 2018-12-05 00:00:00 | 
 1785      | 2018-10-04 00:00:00 | 
 1786      | 2018-10-31 00:00:00 | 
 1787      | 2018-10-04 00:00:00 | 
 1788      | 2018-10-04 00:00:00 | 
 1789      | 2019-04-16 00:00:00 | 
 1790      | 2018-12-14 00:00:00 | 
 1791      | 2019-12-19 00:00:00 | 
 1792      | 2019-04-16 00:00:00 | 
 1793      | 2018-12-14 00:00:00 | 
 1794      | 2018-12-14 00:00:00 | 
 1795      | 2018-11-07 00:00:00 | 
 1796      | 2018-12-14 00:00:00 | 
 1797      | 2018-12-14 00:00:00 | 
 1798      | 2020-02-05 00:00:00 | 
 1799      | 2019-12-19 00:00:00 | 
 1800      | 2019-05-09 00:00:00 | 
 1801      | 2020-02-05 00:00:00 | 
 1802      | 2021-02-15 00:00:00 | 
 1803      | 2020-02-05 00:00:00 | 
 1804      | 2020-07-09 00:00:00 | 
 1805      | 2020-01-31 00:00:00 | 
 1806      | 2019-10-14 00:00:00 | 
 1807      | 2020-04-27 00:00:00 | 
 1808      | 2020-04-27 00:00:00 | 
 1809      | 2019-10-14 00:00:00 | 
 1810      | 2020-10-08 00:00:00 | 
 1811      | 2020-06-25 00:00:00 | 
 1812      | 2019-10-14 00:00:00 | 
 1813      | 2020-05-25 00:00:00 | 
 1814      | 2021-04-05 00:00:00 | 
 1815      | 2020-07-09 00:00:00 | 
 1816      | 2021-02-15 00:00:00 | 
 1817      | 2019-10-14 00:00:00 | 
 1818      | 2021-03-16 00:00:00 | 
 1819      | 2019-09-20 00:00:00 | 
 1820      | 2021-03-17 00:00:00 | 
 1821      | 2021-02-15 00:00:00 | 
 1822      | 2021-03-16 00:00:00 | 
 1823      | 2021-03-17 00:00:00 | 
 1824      | 2019-12-12 00:00:00 | 
 1825      | 2020-12-01 00:00:00 | 
 1826      | 2021-03-01 00:00:00 | 
 1827      | 2021-03-17 00:00:00 | 
 1828      | 2021-02-15 00:00:00 | 
 1829      | 2021-02-15 00:00:00 | 
 1830      | 2021-03-17 00:00:00 | 
 1831      | 2021-07-05 00:00:00 | 
 1832      | 2021-03-16 00:00:00 | 
 1833      | 2021-02-15 00:00:00 | 
 1834      | 2021-02-15 00:00:00 | 
 1835      | 2021-04-15 00:00:00 | 
 1836      | 2021-04-05 00:00:00 | 
 1837      | 2021-05-03 00:00:00 | 
 1838      | 2021-03-17 00:00:00 | 
 1839      | 2021-05-11 00:00:00 | 
 1840      | 2021-03-17 00:00:00 | 
 1841      | 2021-04-05 00:00:00 | 
 1842      | 2021-04-05 00:00:00 | 
 1843      | 2021-03-17 00:00:00 | 
 1844      | 2021-03-05 00:00:00 | 
 1845      | 2021-05-07 00:00:00 | 
 1846      | 2021-04-12 00:00:00 | 
 1847      | 2021-03-02 00:00:00 | 
 1848      | 2021-03-22 00:00:00 | 
 1849      | 2021-03-12 00:00:00 | 
 1850      | 2021-05-11 00:00:00 | 
 1851      | 2021-05-15 00:00:00 | 
 1852      | 2021-04-05 00:00:00 | 
 1853      | 2021-04-05 00:00:00 | 
 1854      | 2021-07-05 00:00:00 | 
 1855      | 2021-04-15 00:00:00 | 
 1856      | 2021-06-28 00:00:00 | 
 1857      | 2021-05-11 00:00:00 | 
 1858      | 2021-05-17 00:00:00 | 
 1859      | 2021-05-17 00:00:00 | 
 1860      | 2021-05-27 00:00:00 | 
 1861      | 2021-06-28 00:00:00 | 
 1862      | 2021-08-09 00:00:00 | 
 1863      | 2021-08-09 00:00:00 | 
 1864      | 2021-08-09 00:00:00 | 
 1865      | 2021-08-09 00:00:00 | 
 1866      | 2021-08-09 00:00:00 | 
 1867      | 2021-07-27 00:00:00 | 
 1868      | 2021-08-09 00:00:00 | 
 1869      | 2021-08-23 00:00:00 | 
 1870      | 2021-08-19 00:00:00 | 
 1871      | 2021-08-19 00:00:00 | 
 1872      | 2021-08-19 00:00:00 | 
 1873      | 2021-07-26 00:00:00 | 
 1874      | 2021-08-09 00:00:00 | 
 1875      | 2021-07-26 00:00:00 | 
 1876      | 2021-07-26 00:00:00 | 
 1877      | 2021-08-09 00:00:00 | 
 1878      | 2021-07-05 00:00:00 | 
 1879      | 2021-07-27 00:00:00 | 
 1880      | 2022-04-07 00:00:00 | 
 1881      | 2022-10-28 00:00:00 | 
 1882      | 2022-10-31 00:00:00 | 
 1883      | 2022-10-31 00:00:00 | 
 1884      | 2022-11-10 00:00:00 | 
 1885      | 2022-11-18 00:00:00 | 
 1886      | 2023-08-08 00:00:00 | 
 1887      | 2023-11-07 00:00:00 | 
 1888      | 2024-07-07 00:00:00 | 
 1889      | 2024-09-03 00:00:00 | 
 1890      | 2024-09-03 00:00:00 | 
 1891      | 2024-09-03 00:00:00 | 
 1892      | 2024-09-05 00:00:00 | 
 1893      | 2024-09-05 00:00:00 | 
 1894      | 2024-09-05 00:00:00 | 
 1895      | 2024-09-05 00:00:00 | 
 1896      | 2024-09-05 00:00:00 | 
 1897      | 2024-09-05 00:00:00 | 
 1899      | 2024-09-19 00:00:00 | 
 1900      | 2024-09-05 00:00:00 | 
 1901      | 2024-09-05 00:00:00 | 
 1902      | 2024-09-05 00:00:00 | 
 1903      | 2024-09-05 00:00:00 | 
 1904      | 2024-11-05 00:00:00 | 
 1905      | 2024-09-06 00:00:00 | 
 1906      | 2024-09-06 00:00:00 | 
 1907      | 2024-09-06 00:00:00 | 
 1908      | 2024-09-06 00:00:00 | 
 1909      | 2025-01-15 00:00:00 | 
 1910      | 2024-09-06 00:00:00 | 
 1911      | 2024-09-06 00:00:00 | 
 1912      | 2025-03-05 00:00:00 | 
 1913      | 2024-09-06 00:00:00 | 
 1914      | 2024-09-06 00:00:00 | 
 1915      | 2024-09-06 00:00:00 | 
 1916      | 2024-09-06 00:00:00 | 
 1917      | 2024-09-06 00:00:00 | 
 1918      | 2024-09-09 00:00:00 | 
 1919      | 2024-09-09 00:00:00 | 
 1920      | 2024-09-19 00:00:00 | 
 1921      | 2024-09-09 00:00:00 | 
 1922      | 2025-03-13 00:00:00 | 
 1923      | 2024-09-09 00:00:00 | 
 1924      | 2024-11-09 00:00:00 | 
 1925      | 2024-09-09 00:00:00 | 
 1926      | 2024-09-09 00:00:00 | 
 1927      | 2024-09-11 00:00:00 | 
 1928      | 2024-09-11 00:00:00 | 
 1929      | 2024-09-11 00:00:00 | 
 1930      | 2024-09-11 00:00:00 | 
 1931      | 2024-09-11 00:00:00 | 
 1932      | 2024-09-19 00:00:00 | 
 1933      | 2024-09-19 00:00:00 | 
 1934      | 2024-09-11 00:00:00 | 
 1935      | 2024-09-11 00:00:00 | 
 1936      | 2024-09-11 00:00:00 | 
 1937      | 2024-09-11 00:00:00 | 
 1938      | 2024-09-11 00:00:00 | 
 1939      | 2024-09-19 00:00:00 | 
 1941      | 2024-09-11 00:00:00 | 
 1942      | 2024-09-11 00:00:00 | 
 1943      | 2024-09-19 00:00:00 | 
 1944      | 2024-10-15 00:00:00 | 
 1946      | 2025-06-30 00:00:00 | 
 3001      | 2001-05-16 00:00:00 | 
 3002      | 2002-07-02 00:00:00 | 
 3003      | 2001-05-21 00:00:00 | 
 3005      | 2001-05-22 00:00:00 | 
 3006      | 2001-05-21 00:00:00 | 
 3007      | 2001-05-22 00:00:00 | 
 3008      | 2001-05-14 00:00:00 | 
 3009      | 2001-05-21 00:00:00 | 
 3010      | 2001-05-17 00:00:00 | 
 3011      | 2001-05-15 00:00:00 | 
 3012      | 2001-05-18 00:00:00 | 
 3013      | 2001-05-17 00:00:00 | 
 3014      | 2001-05-14 00:00:00 | 
 3015      | 2001-05-14 00:00:00 | 
 3016      | 2001-05-21 00:00:00 | 
 3017      | 2001-05-14 00:00:00 | 
 3018      | 2001-05-08 00:00:00 | 
 3019      | 2001-05-21 00:00:00 | 
 3020      | 2001-05-18 00:00:00 | 
 3021      | 2001-05-23 00:00:00 | 
 3022      | 2001-05-22 00:00:00 | 
 3023      | 2001-05-18 00:00:00 | 
 3024      | 2001-05-16 00:00:00 | 
 3025      | 2001-05-15 00:00:00 | 
 3026      | 2001-05-17 00:00:00 | 
 3027      | 2001-05-14 00:00:00 | 
 3028      | 2002-06-11 00:00:00 | 
 3029      | 2001-05-18 00:00:00 | 
 3030      | 2001-05-14 00:00:00 | 
 3031      | 2001-05-11 00:00:00 | 
 3032      | 2001-05-21 00:00:00 | 
 3033      | 2001-05-07 00:00:00 | 
 3034      | 2001-05-16 00:00:00 | 
 3035      | 2001-05-18 00:00:00 | 
 3036      | 2001-05-15 00:00:00 | 
 3037      | 2001-05-17 00:00:00 | 
 3038      | 2001-05-17 00:00:00 | 
 3039      | 2001-07-31 00:00:00 | 
 3040      | 2001-08-23 00:00:00 | 
 3041      | 2001-05-21 00:00:00 | 
 3042      | 2001-05-11 00:00:00 | 
 3043      | 2001-09-03 00:00:00 | 
 3044      | 2001-05-11 00:00:00 | 
 3046      | 2001-05-21 00:00:00 | 
 3047      | 2001-05-17 00:00:00 | 
 3048      | 2001-05-14 00:00:00 | 
 3049      | 2001-05-17 00:00:00 | 
 3050      | 2001-05-23 00:00:00 | 
 3051      | 2001-05-16 00:00:00 | 
 3052      | 2001-05-21 00:00:00 | 
 3053      | 2001-06-21 00:00:00 | 
 3055      | 2001-05-18 00:00:00 | 
 3057      | 2001-05-21 00:00:00 | 
 3060      | 2001-05-21 00:00:00 | 
 3061      | 2001-05-21 00:00:00 | 
 3062      | 2001-05-17 00:00:00 | 
 3063      | 2001-05-16 00:00:00 | 
 3064      | 2001-05-18 00:00:00 | 
 3065      | 2001-05-21 00:00:00 | 
 3066      | 2001-05-16 00:00:00 | 
 3067      | 2001-05-16 00:00:00 | 
 3068      | 2001-05-17 00:00:00 | 
 3069      | 2001-06-08 00:00:00 | 
 3070      | 2001-05-21 00:00:00 | 
 3071      | 2001-05-15 00:00:00 | 
 3072      | 2001-05-16 00:00:00 | 
 3073      | 2001-05-23 00:00:00 | 
 3074      | 2001-05-15 00:00:00 | 
 3075      | 2001-05-15 00:00:00 | 
 3076      | 2001-05-14 00:00:00 | 
 3077      | 2001-05-21 00:00:00 | 
 3078      | 2001-05-21 00:00:00 | 
 3079      | 2001-05-11 00:00:00 | 
 3080      | 2001-05-08 00:00:00 | 
 3081      | 2001-05-18 00:00:00 | 
 3082      | 2001-05-15 00:00:00 | 
 3083      | 2001-05-21 00:00:00 | 
 3084      | 2001-05-17 00:00:00 | 
 3085      | 2001-05-22 00:00:00 | 
 3086      | 2001-05-16 00:00:00 | 
 3087      | 2001-05-17 00:00:00 | 
 3088      | 2001-05-14 00:00:00 | 
 3089      | 2001-05-14 00:00:00 | 
 3090      | 2001-05-15 00:00:00 | 
 3091      | 2001-05-14 00:00:00 | 
 3092      | 2001-05-23 00:00:00 | 
 3093      | 2002-09-10 00:00:00 | 
 3094      | 2001-05-16 00:00:00 | 
 3095      | 2001-05-21 00:00:00 | 
 3096      | 2001-05-22 00:00:00 | 
 3097      | 2001-05-21 00:00:00 | 
 3098      | 2001-05-21 00:00:00 | 
 3099      | 2001-05-22 00:00:00 | 
 3100      | 2001-05-21 00:00:00 | 
 3101      | 2001-05-21 00:00:00 | 
 3102      | 2001-06-12 00:00:00 | 
 3103      | 2001-05-11 00:00:00 | 
 3104      | 2001-05-21 00:00:00 | 
 3105      | 2001-05-21 00:00:00 | 
 3106      | 2001-05-21 00:00:00 | 
 3107      | 2001-05-21 00:00:00 | 
 3108      | 2001-05-21 00:00:00 | 
 3109      | 2001-05-14 00:00:00 | 
 3110      | 2001-05-21 00:00:00 | 
 3111      | 2001-05-15 00:00:00 | 
 3112      | 2001-05-14 00:00:00 | 
 3114      | 2001-05-17 00:00:00 | 
 3115      | 2001-05-18 00:00:00 | 
 3116      | 2001-05-11 00:00:00 | 
 3117      | 2001-05-14 00:00:00 | 
 3118      | 2001-05-14 00:00:00 | 
 3119      | 2001-05-21 00:00:00 | 
 3120      | 2001-05-18 00:00:00 | 
 3121      | 2001-05-21 00:00:00 | 
 3122      | 2001-05-07 00:00:00 | 
 3123      | 2001-05-17 00:00:00 | 
 3124      | 2001-09-03 00:00:00 | 
 3125      | 2001-05-17 00:00:00 | 
 3126      | 2001-05-17 00:00:00 | 
 3127      | 2001-05-14 00:00:00 | 
 3128      | 2001-05-17 00:00:00 | 
 3129      | 2001-05-22 00:00:00 | 
 3130      | 2001-05-21 00:00:00 | 
 3131      | 2001-05-21 00:00:00 | 
 3132      | 2001-05-22 00:00:00 | 
 3133      | 2001-05-16 00:00:00 | 
 3134      | 2001-05-22 00:00:00 | 
 3135      | 2001-05-17 00:00:00 | 
 3136      | 2002-12-09 00:00:00 | 
 3137      | 2001-05-22 00:00:00 | 
 3138      | 2001-05-18 00:00:00 | 
 3139      | 2001-05-22 00:00:00 | 
 3140      | 2001-05-17 00:00:00 | 
 3141      | 2001-05-21 00:00:00 | 
 3142      | 2001-05-23 00:00:00 | 
 3143      | 2001-05-21 00:00:00 | 
 3144      | 2001-05-16 00:00:00 | 
 3145      | 2001-05-16 00:00:00 | 
 3146      | 2001-05-11 00:00:00 | 
 3147      | 2001-05-21 00:00:00 | 
 3148      | 2001-05-21 00:00:00 | 
 3149      | 2001-05-21 00:00:00 | 
 3151      | 2001-05-23 00:00:00 | 
 3152      | 2001-05-21 00:00:00 | 
 3153      | 2001-05-17 00:00:00 | 
 3154      | 2001-05-11 00:00:00 | 
 3155      | 2001-05-21 00:00:00 | 
 3156      | 2001-05-14 00:00:00 | 
 3157      | 2001-05-18 00:00:00 | 
 3158      | 2001-05-15 00:00:00 | 
 3159      | 2001-05-21 00:00:00 | 
 3160      | 2001-05-21 00:00:00 | 
 3162      | 2001-05-15 00:00:00 | 
 3163      | 2001-05-17 00:00:00 | 
 3164      | 2001-05-23 00:00:00 | 
 3165      | 2001-05-21 00:00:00 | 
 3166      | 2001-05-15 00:00:00 | 
 3167      | 2001-05-21 00:00:00 | 
 3168      | 2001-05-16 00:00:00 | 
 3169      | 2001-05-15 00:00:00 | 
 3170      | 2001-05-21 00:00:00 | 
 3171      | 2001-05-16 00:00:00 | 
 3172      | 2001-11-27 00:00:00 | 
 3173      | 2001-05-21 00:00:00 | 
 3174      | 2001-05-15 00:00:00 | 
 3175      | 2001-05-21 00:00:00 | 
 3176      | 2001-05-21 00:00:00 | 
 3177      | 2002-07-01 00:00:00 | 
 3178      | 2001-05-16 00:00:00 | 
 3179      | 2001-05-21 00:00:00 | 
 3180      | 2001-05-23 00:00:00 | 
 3182      | 2001-05-15 00:00:00 | 
 3183      | 2001-05-14 00:00:00 | 
 3184      | 2001-05-23 00:00:00 | 
 3185      | 2001-05-18 00:00:00 | 
 3186      | 2001-05-16 00:00:00 | 
 3187      | 2001-05-14 00:00:00 | 
 3188      | 2001-05-18 00:00:00 | 
 3189      | 2001-05-16 00:00:00 | 
 3190      | 2001-05-15 00:00:00 | 
 3191      | 2001-05-17 00:00:00 | 
 3192      | 2001-05-17 00:00:00 | 
 3193      | 2001-05-14 00:00:00 | 
 3194      | 2001-05-16 00:00:00 | 
 3195      | 2001-05-18 00:00:00 | 
 3197      | 2001-06-08 00:00:00 | 
 3198      | 2001-08-23 00:00:00 | 
 3199      | 2001-05-11 00:00:00 | 
 3200      | 2001-05-16 00:00:00 | 
 3201      | 2001-05-16 00:00:00 | 
 3202      | 2001-05-16 00:00:00 | 
 3203      | 2001-05-21 00:00:00 | 
 3204      | 2001-05-21 00:00:00 | 
 3205      | 2001-05-16 00:00:00 | 
 3206      | 2001-05-21 00:00:00 | 
 3207      | 2001-05-21 00:00:00 | 
 3208      | 2001-05-21 00:00:00 | 
 3209      | 2001-05-21 00:00:00 | 
 3210      | 2001-05-18 00:00:00 | 
 3211      | 2001-05-21 00:00:00 | 
 3212      | 2001-05-16 00:00:00 | 
 3213      | 2001-05-16 00:00:00 | 
 3214      | 2001-05-17 00:00:00 | 
 3215      | 2001-05-22 00:00:00 | 
 3216      | 2001-05-21 00:00:00 | 
 3217      | 2001-05-21 00:00:00 | 
 3218      | 2001-05-15 00:00:00 | 
 3219      | 2001-05-21 00:00:00 | 
 3220      | 2001-05-14 00:00:00 | 
 3221      | 2001-05-15 00:00:00 | 
 3222      | 2001-05-11 00:00:00 | 
 3223      | 2001-05-14 00:00:00 | 
 3224      | 2001-05-21 00:00:00 | 
 3226      | 2001-05-17 00:00:00 | 
 3227      | 2001-05-15 00:00:00 | 
 3229      | 2001-05-17 00:00:00 | 
 3230      | 2001-05-22 00:00:00 | 
 3231      | 2001-05-18 00:00:00 | 
 3232      | 2001-05-21 00:00:00 | 
 3233      | 2001-05-17 00:00:00 | 
 3234      | 2001-05-15 00:00:00 | 
 3235      | 2001-05-14 00:00:00 | 
 3236      | 2001-05-14 00:00:00 | 
 3237      | 2001-05-17 00:00:00 | 
 3238      | 2001-06-15 00:00:00 | 
 3240      | 2001-05-17 00:00:00 | 
 3241      | 2001-05-16 00:00:00 | 
 3242      | 2001-05-22 00:00:00 | 
 3244      | 2001-05-21 00:00:00 | 
 3245      | 2001-05-18 00:00:00 | 
 3246      | 2001-05-11 00:00:00 | 
 3247      | 2001-05-21 00:00:00 | 
 3248      | 2001-05-16 00:00:00 | 
 3249      | 2001-05-23 00:00:00 | 
 3250      | 2001-05-22 00:00:00 | 
 3251      | 2001-05-14 00:00:00 | 
 3252      | 2001-05-18 00:00:00 | 
 3253      | 2001-05-14 00:00:00 | 
 3254      | 2001-05-15 00:00:00 | 
 3255      | 2001-05-17 00:00:00 | 
 3256      | 2001-05-18 00:00:00 | 
 3257      | 2001-05-15 00:00:00 | 
 3258      | 2001-05-23 00:00:00 | 
 3259      | 2001-05-18 00:00:00 | 
 3260      | 2001-05-22 00:00:00 | 
 3262      | 2001-05-14 00:00:00 | 
 3263      | 2001-05-22 00:00:00 | 
 3264      | 2001-05-18 00:00:00 | 
 3265      | 2001-05-21 00:00:00 | 
 3266      | 2001-05-17 00:00:00 | 
 3267      | 2001-05-21 00:00:00 | 
 3268      | 2001-05-15 00:00:00 | 
 3269      | 2001-05-17 00:00:00 | 
 3270      | 2001-05-17 00:00:00 | 
 3271      | 2001-05-21 00:00:00 | 
 3272      | 2001-05-21 00:00:00 | 
 3273      | 2001-05-22 00:00:00 | 
 3274      | 2001-05-18 00:00:00 | 
 3275      | 2001-05-15 00:00:00 | 
 3276      | 2001-05-21 00:00:00 | 
 3277      | 2001-05-18 00:00:00 | 
 3278      | 2001-05-16 00:00:00 | 
 3279      | 2002-01-30 00:00:00 | 
 3280      | 2001-05-18 00:00:00 | 
 3281      | 2001-05-16 00:00:00 | 
 3283      | 2001-05-21 00:00:00 | 
 3284      | 2001-05-11 00:00:00 | 
 3285      | 2001-05-15 00:00:00 | 
 3286      | 2001-05-16 00:00:00 | 
 3287      | 2001-05-14 00:00:00 | 
 3288      | 2001-05-23 00:00:00 | 
 3289      | 2001-06-12 00:00:00 | 
 3290      | 2001-05-22 00:00:00 | 
 3291      | 2001-05-18 00:00:00 | 
 3292      | 2001-05-18 00:00:00 | 
 3293      | 2001-05-17 00:00:00 | 
 3294      | 2001-05-17 00:00:00 | 
 3295      | 2001-05-18 00:00:00 | 
 3296      | 2001-05-21 00:00:00 | 
 3297      | 2001-05-17 00:00:00 | 
 3298      | 2001-05-08 00:00:00 | 
 3299      | 2001-06-14 00:00:00 | 
 3300      | 2001-08-01 00:00:00 | 
 3301      | 2001-05-18 00:00:00 | 
 3302      | 2001-05-17 00:00:00 | 
 3303      | 2001-06-18 00:00:00 | 
 3305      | 2001-05-15 00:00:00 | 
 3306      | 2001-05-18 00:00:00 | 
 3308      | 2001-05-21 00:00:00 | 
 3309      | 2001-05-15 00:00:00 | 
 3311      | 2001-05-15 00:00:00 | 
 3312      | 2001-05-14 00:00:00 | 
 3313      | 2001-05-21 00:00:00 | 
 3314      | 2001-05-17 00:00:00 | 
 3315      | 2001-05-16 00:00:00 | 
 3316      | 2001-05-15 00:00:00 | 
 3317      | 2001-05-11 00:00:00 | 
 3319      | 2001-06-29 00:00:00 | 
 3320      | 2001-05-17 00:00:00 | 
 3321      | 2001-05-21 00:00:00 | 
 3322      | 2002-05-29 00:00:00 | 
 3323      | 2001-05-18 00:00:00 | 
 3324      | 2001-05-14 00:00:00 | 
 3325      | 2001-07-31 00:00:00 | 
 3326      | 2001-05-15 00:00:00 | 
 3327      | 2001-05-14 00:00:00 | 
 3328      | 2001-05-21 00:00:00 | 
 3329      | 2001-05-14 00:00:00 | 
 3330      | 2001-05-11 00:00:00 | 
 3331      | 2001-05-21 00:00:00 | 
 3332      | 2001-05-17 00:00:00 | 
 3333      | 2001-05-15 00:00:00 | 
 3334      | 2001-05-18 00:00:00 | 
 3335      | 2001-05-18 00:00:00 | 
 3336      | 2001-05-16 00:00:00 | 
 3337      | 2001-05-17 00:00:00 | 
 3338      | 2001-05-17 00:00:00 | 
 3339      | 2001-05-21 00:00:00 | 
 3340      | 2001-05-22 00:00:00 | 
 3341      | 2001-05-22 00:00:00 | 
 3342      | 2001-05-14 00:00:00 | 
 3343      | 2001-05-15 00:00:00 | 
 3344      | 2001-05-22 00:00:00 | 
 3345      | 2001-05-15 00:00:00 | 
 3346      | 2001-05-14 00:00:00 | 
 3347      | 2001-05-16 00:00:00 | 
 3348      | 2001-05-17 00:00:00 | 
 3349      | 2001-05-16 00:00:00 | 
 3351      | 2001-05-17 00:00:00 | 
 3353      | 2001-05-15 00:00:00 | 
 3354      | 2001-05-11 00:00:00 | 
 3355      | 2001-05-16 00:00:00 | 
 3356      | 2001-05-17 00:00:00 | 
 3357      | 2001-05-14 00:00:00 | 
 3358      | 2001-05-18 00:00:00 | 
 3359      | 2001-05-21 00:00:00 | 
 3360      | 2001-05-11 00:00:00 | 
 3361      | 2001-05-21 00:00:00 | 
 3362      | 2001-05-16 00:00:00 | 
 3363      | 2001-05-16 00:00:00 | 
 3364      | 2001-05-21 00:00:00 | 
 3365      | 2001-05-18 00:00:00 | 
 3366      | 2001-05-15 00:00:00 | 
 3368      | 2001-05-21 00:00:00 | 
 3369      | 2001-05-17 00:00:00 | 
 3370      | 2001-05-14 00:00:00 | 
 3371      | 2001-05-21 00:00:00 | 
 3372      | 2001-05-21 00:00:00 | 
 3373      | 2001-05-22 00:00:00 | 
 3374      | 2001-05-17 00:00:00 | 
 3375      | 2001-05-18 00:00:00 | 
 3376      | 2001-05-22 00:00:00 | 
 3377      | 2001-05-07 00:00:00 | 
 3378      | 2001-05-16 00:00:00 | 
 3379      | 2001-05-17 00:00:00 | 
 3381      | 2001-05-21 00:00:00 | 
 3382      | 2001-05-17 00:00:00 | 
 3383      | 2001-05-18 00:00:00 | 
 3384      | 2001-05-15 00:00:00 | 
 3385      | 2001-05-18 00:00:00 | 
 3386      | 2001-05-17 00:00:00 | 
 3387      | 2001-05-21 00:00:00 | 
 3389      | 2001-05-16 00:00:00 | 
 3390      | 2001-05-21 00:00:00 | 
 3391      | 2001-05-21 00:00:00 | 
 3392      | 2001-05-16 00:00:00 | 
 3393      | 2001-05-21 00:00:00 | 
 3394      | 2001-05-21 00:00:00 | 
 3395      | 2001-05-17 00:00:00 | 
 3396      | 2001-05-22 00:00:00 | 
 3397      | 2001-05-15 00:00:00 | 
 3398      | 2001-05-15 00:00:00 | 
 3399      | 2001-05-17 00:00:00 | 
 3400      | 2001-05-21 00:00:00 | 
 3402      | 2001-05-17 00:00:00 | 
 3403      | 2001-05-21 00:00:00 | 
 3404      | 2001-05-16 00:00:00 | 
 3405      | 2001-05-11 00:00:00 | 
 3406      | 2001-05-17 00:00:00 | 
 3407      | 2001-05-16 00:00:00 | 
 3408      | 2001-05-17 00:00:00 | 
 3409      | 2001-05-15 00:00:00 | 
 3410      | 2001-05-14 00:00:00 | 
 3411      | 2001-05-21 00:00:00 | 
 3412      | 2001-05-21 00:00:00 | 
 3413      | 2001-05-21 00:00:00 | 
 3414      | 2002-10-21 00:00:00 | 
 3415      | 2002-05-29 00:00:00 | 
 3416      | 2001-05-15 00:00:00 | 
 3417      | 2001-05-21 00:00:00 | 
 3418      | 2001-05-21 00:00:00 | 
 3419      | 2001-05-21 00:00:00 | 
 3420      | 2001-05-14 00:00:00 | 
 3421      | 2001-05-21 00:00:00 | 
 3422      | 2001-05-21 00:00:00 | 
 3423      | 2001-05-17 00:00:00 | 
 3424      | 2001-05-21 00:00:00 | 
 3425      | 2001-05-17 00:00:00 | 
 3426      | 2001-05-07 00:00:00 | 
 3428      | 2001-05-22 00:00:00 | 
 3429      | 2001-05-16 00:00:00 | 
 3430      | 2001-05-17 00:00:00 | 
 3431      | 2001-05-16 00:00:00 | 
 3432      | 2001-05-14 00:00:00 | 
 3433      | 2001-05-15 00:00:00 | 
 3434      | 2001-05-21 00:00:00 | 
 3435      | 2001-05-21 00:00:00 | 
 3436      | 2001-05-18 00:00:00 | 
 3437      | 2001-05-21 00:00:00 | 
 3438      | 2001-05-21 00:00:00 | 
 3439      | 2001-05-22 00:00:00 | 
 3440      | 2001-05-21 00:00:00 | 
 3441      | 2001-05-21 00:00:00 | 
 3442      | 2001-05-14 00:00:00 | 
 3444      | 2001-05-14 00:00:00 | 
 3445      | 2001-05-11 00:00:00 | 
 3446      | 2001-05-14 00:00:00 | 
 3447      | 2001-05-21 00:00:00 | 
 3448      | 2001-05-11 00:00:00 | 
 3449      | 2001-05-18 00:00:00 | 
 3450      | 2001-05-21 00:00:00 | 
 3451      | 2001-05-11 00:00:00 | 
 3452      | 2001-05-18 00:00:00 | 
 3453      | 2001-05-16 00:00:00 | 
 3454      | 2001-05-15 00:00:00 | 
 3455      | 2001-05-14 00:00:00 | 
 3456      | 2001-05-16 00:00:00 | 
 3457      | 2001-05-11 00:00:00 | 
 3458      | 2001-05-21 00:00:00 | 
 3459      | 2001-05-14 00:00:00 | 
 3460      | 2001-05-21 00:00:00 | 
 3461      | 2001-05-21 00:00:00 | 
 3462      | 2001-05-21 00:00:00 | 
 3463      | 2001-05-15 00:00:00 | 
 3464      | 2001-05-11 00:00:00 | 
 3465      | 2001-05-22 00:00:00 | 
 3466      | 2001-05-21 00:00:00 | 
 3467      | 2001-05-14 00:00:00 | 
 3468      | 2001-05-11 00:00:00 | 
 3469      | 2001-05-11 00:00:00 | 
 3470      | 2001-05-18 00:00:00 | 
 3471      | 2001-05-17 00:00:00 | 
 3472      | 2001-05-22 00:00:00 | 
 3473      | 2001-05-16 00:00:00 | 
 3474      | 2001-05-18 00:00:00 | 
 3475      | 2001-05-15 00:00:00 | 
 3476      | 2001-05-16 00:00:00 | 
 3477      | 2001-05-16 00:00:00 | 
