 c_clave_grupo_productos |                                                          nombre_grupo                                                          
 51142500                | Medicamentos contra el Parkinson
 51142600                | Estimulantes/anoréxicos
 51142700                | Fármacos antiinflamatorios no esteroideos veterinarios (VNSAID)
 51142800                | Fármacos de tratamiento de la esclerosis lateral amiotrófica (ELA)
 51142900                | Fármacos anestésicos, complementos relacionados y analépticos
 51151500                | Colinérgicos y inhibidores de la colinesterasa
 51151600                | Agentes bloqueadores colinérgicos
 51151700                | Simpatomiméticos (adrenérgicos)
 51151800                | Agentes bloqueadores adrenérgicos
 51151900                | Relajantes músculo-esqueléticos de acción centrada
 51152000                | Agentes bloqueadores neuromusculares
 51161500                | Antiasmáticos
 51161600                | Antihistamínicos (bloqueadores H1)
 51161700                | Medicamentos para alteraciones del tracto respiratorio
 51161800                | Productos para tos, resfriados y antialérgicos
 51161900                | Descongestionantes nasales
 51171500                | Antiácidos y antiflatulentos
 51171600                | Laxantes
 51171700                | Antidiarréicos
 51171800                | Agentes antivértigo, antinauseantes y antieméticos
 51171900                | Fármacos antiúlcera y otros fármacos gastrointestinales (GI) relacionados
 51172000                | Medicamentos para enfermedades de la vesícula biliar
 51172100                | Antiespasmódicos
 51181500                | Agentes antidiabéticos y agentes hiperglicémicos
 51181600                | Medicamentos tiroideas y antitiroideas
 51181700                | Corticosteroides
 51181800                | Estrógenos, progesteronas y anticonceptivos internos
 51181900                | Hormonas gonadotrópicas y estimulantes e inhibidores ováricos
 51182000                | Andrógenos e inhibidores androgénicos
 51182100                | Hormonas de la pituitaria posterior
 51182200                | Medicamentos para la inducción del parto
 51182300                | Hormonas del crecimiento y sus inhibidores
 51182400                | Sales de calcio y reguladores del calcio
 51191500                | Diuréticos
 51191600                | Electrolitos
 51191700                | Agentes alcalinizadores
 51191800                | Sales de potasio
 51191900                | Suplementos dietéticos y productos de terapia alimenticia
 51201500                | Inmunodepresores
 51201600                | Vacunas, antígenos y toxoides
 51201700                | Vacunas aviares
 51201800                | Agentes inmunoestimulantes
 51201900                | Agentes de la esclerosis múltiple (EM)
 51211500                | Medicamentos antigota
 51211600                | Antídotos y eméticos
 51211900                | Fármacos anestésicos veterinarios
 51212000                | Fármacos herbales
 51212100                | Fármacos dentales
 51212200                | Fármacos contra las adicciones
 51212300                | Radiofármacos y agentes de diagnóstico
 51212400                | Fármacos para tratar la disfunción sexual
 51212500                | Medio de contraste para imágenes médicas
 51241000                | Preparados aurales
 51241100                | Agentes oftálmicos
 51241200                | Agentes dermatológicos
 51241300                | Astringentes
 51251000                | Metabolitos
 52101500                | Alfombras y felpudos
 52121500                | Ropa de cama
 52121600                | Mantelerías de cocina y mesa y accesorios
 52121700                | Toallas
 52131500                | Cortinas y ropaje
 52131600                | Persianas
 52131700                | Accesorios y ferretería para tratamiento de ventanas
 52141500                | Electrodomésticos para cocina
 52141600                | Lavadoras y suministros de uso doméstico
 52141700                | Aparatos de baño domésticos
 52141800                | Otros electrodomésticos
 52151500                | Utensilios de cocina desechables domésticos
 52151600                | Utensilios de cocina domésticos
 52151700                | Cubertería y cuchillería de uso doméstico
 52151800                | Batería de cocina doméstica
 52151900                | Utensilios para hornear domésticos
 52152000                | Platos, utensilios para servir y recipientes para almacenar
 52152100                | Cristalería de uso doméstico
 52152200                | Lavado de platos y accesorios de almacenamiento de platos
 52152300                | Suministros de cocina doméstica
 52161500                | Equipos audiovisuales
 52161600                | Accesorios de equipo audiovisual
 52171000                | Tratamientos de pared de baño
 53101500                | Pantalones de deporte, pantalones y pantalones cortos
 53101600                | Faldas y blusas
 53101700                | Suéteres
 53101800                | Abrigos y chaquetas
 53101900                | Trajes
 53102000                | Vestidos, faldas, saris y kimonos
 53102100                | Batas y monos
 53102200                | Ropa folclórica
 53102300                | Ropa interior
 53102400                | Medias y calcetines
 53102500                | Accesorios de vestir
 53102600                | Ropa de dormir
 53102700                | Uniformes
 53102800                | Trajes de baño
 53102900                | Prendas de deporte
 53103000                | Camisetas
 53103100                | Chalecos
 53103200                | Ropas desechables
 53111500                | Botas
 53111600                | Zapatos
 53111700                | Zapatillas
 53111800                | Sandalias
 53111900                | Calzado deportivo
 53112000                | Accesorios para el calzado
 53112100                | Chanclos
 53121500                | Maletas
 53121600                | Monederos, bolsos de mano y bolsas
 53121700                | Carteras
 53121800                | Juegos y accesorios de viaje
 53131500                | Dentales
 53131600                | Baño y cuerpo
 53131700                | Equipo para masaje terapéutico
 53131800                | Accesorios y materiales para equipo de tatuajes
 53141500                | Afianzadores de costura
 53141600                | Suministros de costura variados
 54101500                | Joyería fina
 54101600                | Bisutería
 54101700                | Herramientas y materiales de joyería
 54111500                | Relojes de pulsera o bolsillo
 54111600                | Relojes de pared o de mesa
 54111700                | Piezas de relojes de pulsera o de pared o pie o accesorios
 54121500                | Piedras preciosas
 54121600                | Piedras semipreciosas
 54121700                | Perlas
 54121800                | Piedras preciosas o semipreciosas industriales
 55101500                | Publicaciones impresas
 55111500                | Publicaciones electrónicas y música
 55111600                | Material de referencia de software electrónico
 55121500                | Rótulos
 55121600                | Etiquetas
 55121700                | Señalización
 55121800                | Documentos de identificación
 55121900                | Señalizaciones
 56101500                | Muebles
 56101600                | Muebles para el exterior
 56101700                | Muebles de oficina
 56101800                | Accesorios y muebles de bebé y niño
 56101900                | Piezas de mobiliario y accesorios
 56111500                | Sitios de trabajo y paquetes para la oficina
 56111600                | Sistemas de paneles
 56111700                | Casegood y sistemas no modulares
 56111800                | Muebles independientes
 56111900                | Muebles industriales
 56112000                | Muebles de apoyo de la computadora
 56112100                | Asientos
 56112200                | Sistemas de escritorios
 56112300                | Partes y accesorios para asientos de auditorios o estadios o de uso especial
 56121000                | Mobiliario de biblioteca
 56121100                | Mobiliario de clase de arte
 56121200                | Mobiliario de sala de primeros auxilios
 56121300                | Accesorios de instalaciones educativas generales
 56121400                | Mobiliario de cafetería y comedor
 56121500                | Mobiliario general de aula
 56121600                | Mobiliario para el tiempo de descanso y ocio creativo para guardería infantil e instalaciones para niños
 56121700                | Módulos de almacenamiento general y de libros para las aulas
 56121800                | Mobiliario y accesorios de aulas vocacionales
 56121900                | Mobiliario de demostración
 56122000                | Muebles de laboratorio
 56131500                | Maniquíes y formas
 56131600                | Exhibidores y accesorios auto soportados para mercancías
 56131700                | Aparatos, estantes, sistemas y accesorios para instalación de mercancías
 56141500                | Adornos cerámicos para el hogar
 56141600                | Adornos de vidrio para el hogar
 60101000                | Kits de matemáticas
 60101100                | Materiales electrónicos de aprendizaje
 60101200                | Incentivos educativos
 60101300                | Adhesivos educativos y suministros
 60101400                | Premios de la clase
 60101600                | Diplomas o certificados educativos
 60101700                | Materiales de recursos del profesor
 60101800                | Recursos educativos de las clases religiosas
 60101900                | Recursos y materiales de destreza alfabética
 60102000                | Materiales de recursos de creación de palabras y accesorios
 60102100                | Materiales de recursos de lenguaje
 60102200                | Materiales de recursos de fonética y accesorios
 60102300                | Libros de lectura y recursos
 60102400                | Recursos de cuenta y temprano aprendizaje de matemáticas y accesorios
 60102500                | Recursos y materiales de numeración y operaciones matemáticas básicas
 60102600                | Materiales de recursos del profesor de resolución de problemas, datos, posibilidades y probabilidades
 60102700                | Materiales de recursos del profesor de pensamiento lógico, percepción espacial, identificación de coincidencias y patrones
 60102800                | Materiales de recursos del profesor de valor de posición y base diez
 60102900                | Materiales de recursos del profesor del dinero y la hora
 60103000                | Fracciones, pentominós y materiales de enseñanza de decimales
 60103100                | Materiales de recursos del profesor de geometría
 60103200                | Materiales de recursos del profesor de álgebra
 60103300                | Materiales de recursos del profesor de precálculo y cálculo
 60103400                | Recursos de habilidad de lectura de mapas y geografía y accesorios
 60103500                | Ciencias políticas
 60103600                | Recursos y actividades multiculturales
 60103700                | Recursos de lenguas extranjeras
 60103800                | Recursos de enseñanza de historia
 60103900                | Organismos vivos, especímenes conservados y materiales relacionados
 60104000                | Biotecnología, bioquímica, genética, microbiología y materiales relacionados
 60104100                | Sistemas del cuerpo y materiales relacionados
 60104200                | Pruebas del agua, conservación y ecología
 60104300                | Astronomía
 60104400                | Geología y ciencias de la tierra
 60104500                | Química, electroquímica y microquímica
 60104600                | Materiales de física mecánica
 60104700                | Materiales de física de energía y electricidad
 60104800                | Materiales de física del sonido y las ondas
 60104900                | Materiales de física de electricidad
 60105000                | Materiales de física nuclear
 60105100                | Cohetes, materiales de vuelo y suministros
 60105200                | Materiales educativos de recursos de aptitudes de vida
 60105300                | Materiales educativos de educación de carrera
 60105400                | Materiales educativos de vida independiente, administración del dinero y economía doméstica
 60105500                | Materiales educativos de diseño del hogar y de interiores
 60105600                | Materiales educativos de preparación de alimentos, nutrición y educación sobre la salud
 60105700                | Álbumes de recuerdos y suministros
 60105800                | Materiales educativos de diseño textil y de ropa
 60105900                | Materiales educativos sobre las relaciones y el sexo, el embarazo de adolescentes, aptitudes de crianza y desarrollo del niño
 60106000                | Guías de planes de estudio, proyectos, actividades y lecciones
 60106100                | Materiales de enseñanza vocacional
 60106200                | Materiales de enseñanza de tecnología
 60106300                | Equipo de enseñanza de ciencia forense y suministros
 60106400                | Equipo de enseñanza de electrónica y suministros
 60106500                | Suministros religiosos
 60106600                | Materiales para pruebas de aptitud y vocacionales
 60111000                | Pósteres o gráficos del aula
 60111100                | Sets de tablón de anuncios
 60111200                | Guardas y remates de tablón de anuncios
 60111300                | Letras y números decorativos
 60111400                | Decoraciones especiales para el aula y accesorios decorativos
 60121000                | Arte
 60121100                | Lienzos, películas, tableros y papeles de artista
 60121200                | Pintura del aula y de bellas artes, medios, aplicadores y accesorios
 60121300                | Productos de corte de manualidades y arte
 60121400                | Enmarcado de cuadro
 60121500                | Utensilios de dibujo, suministros y accesorios
 60121600                | Materiales de estudio
 60121700                | Suministros y accesorios de grabados
 60121800                | Tintas de dibujo e impresión
 60121900                | Materiales de decoración de telas y arte textil y suministros
 60122000                | Equipo de tejido, pespunteado y cosido y accesorios
 60122100                | Velas artesanales
 60122200                | Ebanistería
 60122300                | Suministros de cestería
 60122400                | Suministros de vidrieras de colores
 60122500                | Manualidades de papel y papel artesanal
 60122600                | Mosaicos
 60122700                | Pinturas de esmaltado y accesorios
 60122800                | Máscaras
 60122900                | Cuentas o accesorios de enhebrado de cuentas
 60123000                | Artesanía de espuma
 60123100                | Artesanía de cañas de felpilla
 60123200                | Materiales de artesanía de cintas
 60123300                | Pompones de artesanía
 60123400                | Materiales de ojos móviles
 60123500                | Materiales de artesanía de cuero
 60123600                | Purpurina
 60123700                | Materiales de artesanía de macramé y accesorios
 60123800                | Suministros y accesorios de veteado
 60123900                | Lentejuelas y ribetes
 60124000                | Suministros de artesanía del corcho y accesorios
 60124100                | Materiales de proyecto multicultural y accesorios
 60124200                | Proyectos completos de planes de estudios
 60124300                | Compuestos de modelado y arcilla, equipo de cerámica y accesorios
 60124400                | Metales de artesanía
 60124500                | Suministros y accesorios de escultura
 60131000                | Instrumentos de teclado
 60131100                | Instrumentos de metal
 60131200                | Instrumentos de viento de madera
 60131300                | Instrumentos de cuerda
 60131400                | Instrumentos de percusión
 60131500                | Piezas y accesorios de instrumentos musicales
 60131600                | Sets de instrumentos musicales
 60131700                | Instrumentos musicales de sonidos alternativos
 60131800                | Accesorios de música y danza
 60141000                | Juguetes
 60141100                | Juegos
 60141200                | Equipo de juegos activos y accesorios
 60141300                | Sistemas de construcción y bloques infantiles
 60141400                | Equipo de representación teatral y accesorios
 64122100                | Contratos de seguros de salud
 70101500                | Explotaciones pesqueras
 70101600                | Vigilancia pesquera
 70101700                | Industria y tecnología pesquera
 70101800                | Recursos pesqueros
 70101900                | Acuicultura
 70111500                | Plantas y árboles ornamentales
 70111600                | Plantas de flor
 70111700                | Parques, jardines y huertos
 70121500                | Industria lechera
 70121600                | Industria ganadera
 70121700                | Gestión ganadera
 70121800                | Industria de animales domésticos
 70121900                | Servicios de pastos y dehesas
 70122000                | Salud animal
 70131500                | Protección del terreno y del suelo
 70131600                | Preparación del terreno y del suelo
 70131700                | Gestión del terreno y del suelo
 70141500                | Producción de cultivos
 70141600                | Protección de cultivos
 70141700                | Gestión de cultivos
 70141800                | Plantación y cultivo de cultivos
 70141900                | Cosecha de cultivos
 70142000                | Elaboración de cultivos posterior a la cosecha
 70151500                | Gestión de cultivos forestales
 70151600                | Industria forestal
 70151700                | Cosecha forestal
 70151800                | Servicios de conservación forestal
 70151900                | Recursos forestales
 70161500                | Fauna
 70161600                | Flora
 70161700                | Ecosistemas
 70171500                | Desarrollo
 70171600                | Vigilancia
 70171700                | Riego
 70171800                | Servicios de drenaje
 71101500                | Prospección minera
 71101600                | Servicios mineros de perforación y voladura
 71101700                | Extracción
 71112000                | Servicios de registrar hoyo encerrado de pozos
 71112100                | Servicios de registrar pozo de perforación abierta
 71112200                | Otros servicios de registración
 71112300                | Servicios sísmicos
 71121000                | Servicios de bombear cemento
 71121100                | Servicios de tubería adujada
 71121200                | Servicios de extracción de muestras
 71121300                | Servicios de herramientas barrenos hacia abajo
 71121400                | Servicios de broca de barrena del campo petrolífero
 71121500                | Servicios de medida de perforación
 71121600                | Servicios de perforación del pozo petrolero
 71121700                | Servicios de pesca en el campo petrolífero
 71121800                | Servicios de elevación por presión de gas
 71121900                | Servicios de fluido barreno hacia abajo
 71122000                | Servicios de perforación de pozo
 71122100                | Servicios de control de arena del campo petrolero
 71122200                | Servicios de película oleosa
 71122300                | Servicios de pozo submarino
 71122400                | Servicios de pruebas del pozo submarino
 71122500                | Servicios de control de gas o agua
 71122600                | Servicios de terminación del pozo
 71122700                | Servicios de mantenimiento del pozo
 71122800                | Servicios de monitor del pozo petrolero
 71122900                | Aparejos del campo petrolífero
 71123000                | Servicios integrados
 71131000                | Servicios de fracturar del pozo
 71131100                | Servicios de estimulación de la matriz
 71131200                | Servicios de nitrógeno del campo petrolífero
 71131300                | Otros servicios de bombeo del campo petrolífero
 71131400                | Servicios de producción del pozo
 71141000                | Servicios de emergencia de control del pozo
 71141100                | Servicios de tapar y abandono del pozo
 71141200                | Servicios de restaurar el sitio del pozo
 71151000                | Servicios de comunicación de datos del campo petrolífero
 71151100                | Servicios de gerencia de datos del campo petrolífero
 71151200                | Servicios de modelo económico y de riesgo del campo petrolífero
 71151300                | Servicios de interpretación del campo petrolífero
 71151400                | Servicios de ingeniería del pozo
 71161000                | Servicios de modelar del campo petrolífero
 71161100                | Gerencia de la ingeniería de producción del campo petrolífero
 71161200                | Gerencia de las operaciones de producción del campo petrolífero
 71161300                | Servicios de manejo de proyectos del campo
 71161400                | Servicios de manejo de proyectos del campo petrolero
 71161500                | Servicios de operación del lugar de la perforación
 71161600                | Otros servicios de soporte para campos petroleros
 72101500                | Servicios de apoyo para la construcción
 72102100                | Control de plagas
 72102900                | Servicios de mantenimiento y reparación de instalaciones
 72103100                | Instalación y reparación de servicios de bandas transportadoras
 72103300                | Servicios de mantenimiento y reparación de infraestructura
 72111000                | Servicios de construcción de unidades unifamiliares
 72111100                | Servicios de construcción de unidades multifamiliares
 72121000                | Servicios de construcción de edificios industriales y bodegas nuevas
 72121100                | Servicios de construcción de edificios comerciales y de oficina
 72121200                | Servicios de construcción de edificios agrícolas
 72121300                | Servicios de construcción de talleres automotrices y estaciones de servicio
 72121400                | Servicios de construcción de edificios públicos especializados
 72121500                | Servicios de construcción de plantas industriales
 72141000                | Servicios de construcción de autopistas y carreteras
 72141100                | Servicios de pavimentación y superficies de edificios de infraestructura
 72141200                | Servicios de construcción marina
 72141300                | Servicio de construcción de facilidades atléticas y recreativas
 72141400                | Servicios de construcción y reparación de facilidades de detención
 72141500                | Servicios de preparación de tierras
 72141600                | Servicios de construcción de sistemas de tránsito masivo
 72141700                | Servicios de alquiler o arrendamiento de equipo y maquinaria de construcción
 72151000                | Servicios de construcción y mantenimiento de calderas y hornos
 72151100                | Servicios de construcción de plomería
 72151200                | Servicios de construcción y mantenimiento de HVAC calefacción y enfriamiento y aire acondicionado
 72151300                | Servicios de pintura e instalación de papel de colgadura
 72151400                | Servicios de construcción de recubrimientos de muros
 72151500                | Servicios de sistemas eléctricos
 72151600                | Servicios de sistemas especializados de comunicación
 72151700                | Servicios de instalación de sistemas de seguridad física e industrial
 72151800                | Servicios de mantenimiento y reparación de instalación de máquinas
 72151900                | Servicios de albañilería y mampostería
 72152000                | Servicios de pañetado y drywall
 72152100                | Servicios acústicos y de aislamiento
 72152200                | Servicios de baldosas Terrazo y mármol y mosaicos
 72152300                | Servicios de carpintería
 72152400                | Servicios de montaje e instalación de ventanas y puertas
 72152500                | Servicios de instalación de pisos
 72152600                | Servicios de techado y paredes externas y láminas de metal
 72152700                | Servicios de instalación y reparación de concreto
 72152800                | Servicios de perforación de pozos de agua
 72152900                | Servicios de montaje de acero estructural
 72153000                | Servicios de vidrios y ventanería
 72153100                | Servicios de construcción de facilidades atléticas y recreativas
 72153200                | Servicios de recubrimiento, impermeabilización protección contra clima y fuego
 72153300                | Servicios de mantenimiento e instalación de equipo de estación de servicio
 72153400                | Servicios de aparejamiento y andamiaje
 72153500                | Servicios de limpieza estructural externa
 72153600                | Servicios de terminado interior, dotación y remodelación
 72153700                | Servicios de instalación, mantenimiento y reparación de equipos y construcción de parqueaderos
 72153900                | Servicio de preparación de obras de construcción
 72154000                | Servicios de edificios especializados y comercios
 72154100                | Servicios de mantenimiento y reparación de equipo de sistemas de distribución y acondicionamiento
 72154200                | Servicios de mantenimiento y reparación de instalación de instrumentación
 72154300                | Servicios de mantenimiento y reparación de equipo motivo y generación de energía eléctrica
 72154400                | Servicios de mantenimiento y fabricación de accesorios para tuberías
 72154500                | Servicios de mantenimiento e instalación de equipo pesado
 73101500                | Producción petroquímica y de plástico
 73101600                | Producción de químicos y fertilizantes
 73101700                | Producción farmacéutica
 73101800                | Producción bioquímica y de biotecnología
 73101900                | Producción de caucho
 73111500                | Procesamiento de madera
 73111600                | Procesamiento de pulpa y papel
 73121500                | Procesos de fundición y refinación y formado de metales
 73121600                | Terminación de metales
 73121800                | Servicios de industria de productos de minerales no metálicos
 73131500                | Procesamiento de bebidas
 73131600                | Procesamiento de carnes y aves y peces y mariscos
 73131700                | Procesamiento de frutas y vegetales
 73131800                | Procesamiento de lácteos y huevos
 73131900                | Procesamiento de granos y azúcar y aceites y grasas
 73141500                | Producción de fibra
 73141600                | Procesamiento de hebras e hilos
 73141700                | Producción de telas y cuero
 73151500                | Servicios de ensamble
 73151600                | Servicios de empaque
 73151700                | Tratamiento de materiales
 73151800                | Servicios de conversión
 73151900                | Servicios a la industria de impresión
 73152000                | Servicios de llenado
 73152100                | Servicios de mantenimiento y reparación de equipo de manufactura
 73161500                | Manufactura de maquinaria
 73161600                | Manufactura de equipo de transporte
 73171500                | Manufactura de bienes eléctricos
 73171600                | Manufactura de instrumentos de precisión
 73181000                | Servicios de maquinado
 73181100                | Servicios de revestimiento
 73181200                | Servicios de formado
 73181300                | Servicios de tratamiento de calor
 73181900                | Servicios de soldadura
 76101500                | Desinfección
 76101600                | Descontaminación de materiales peligrosos
 76111500                | Servicios de limpieza y mantenimiento de edificios generales y de oficinas
 76111600                | Servicios de limpieza de componentes de edificios
 76111800                | Limpieza de vehículos de transporte
 76121500                | Recolección y disposición de basuras
 76121600                | Disposición de desechos no peligrosos
 76121700                | Tratamiento de desechos líquidos
 76121900                | Disposición de desechos peligrosos
 76122000                | Servicios de basurero
 76122100                | Servicios de mezcla de desechos a combustible
 76122200                | Servicios de incineración de desechos
 76122300                | Servicios de reciclables
 76122400                | Honorarios de disposición y tratamiento de basuras
 76131500                | Tratamiento de basura nuclear
 76131600                | Limpieza de derrames tóxicos
 76131700                | Limpieza de derrames de petróleo
 77101500                | Evaluación de impacto ambiental
 77101600                | Planeación ambiental
 77101700                | Servicios de asesoría ambiental
 77101800                | Auditoría ambiental
 77101900                | Servicios de investigación de contaminación
 77102000                | Servicios de reporte ambiental
 77111500                | Servicios de seguridad ambiental
 77111600                | Rehabilitación ambiental
 77121500                | Contaminación del aire
 77121600                | Contaminación del suelo
 77121700                | Contaminación del agua
 77131500                | Contaminación de petróleo
 77131600                | Contaminación auditiva
 77131700                | Contaminación de sustancias tóxicas
 78101500                | Transporte de carga aérea
 78101600                | Transporte de carga por ferrocarril
 78101700                | Transporte de carga por mar
 78101800                | Transporte de carga por carretera
 78101900                | Transporte de carga intermodal
 78102000                | Transporte de carga en naves espaciales
 78102100                | Servicios de oleoductos
 78102200                | Servicios postales de paqueteo y courrier
 78111500                | Transporte de pasajeros aérea
 78111600                | Transporte de pasajeros por ferrocarril
 78111700                | Transporte de pasajeros por mar
 78111900                | Transporte espacial
 78121500                | Empaque
 78121600                | Servicios de manejo de materiales
 78131500                | Bodegaje de productos agrícolas
 78131600                | Almacenamiento de bienes generales
 78131700                | Almacenamiento a granel
 78131800                | Bodegaje y almacenamiento especializado
 78141500                | Servicios de organización de transportes
 78141600                | Inspección
 78141700                | Servicios a la navegación
 78141800                | Servicios al terminal
 78141900                | Servicios de alquiler de contenedores de transporte
 78181500                | Servicios de mantenimiento y reparación de vehículos
 78181600                | Servicios de panel y pintura
 78181700                | Servicios de soporte de llenado de combustible de vehículos y almacenamiento de vehículos
 78181800                | Servicios de mantenimiento y reparación de aeronaves
 78181900                | Servicios de mantenimiento y reparación de equipo de navegación
 80101500                | Servicios de consultoría de negocios y administración corporativa
 80101600                | Gerencia de proyectos
 80101700                | Gerencia industrial
 80111500                | Desarrollo de recursos humanos
 80111600                | Servicios de personal temporal
 80111700                | Reclutamiento de personal
 80121500                | Servicios de derecho penal
 80121600                | Servicios de derecho comercial
 80121700                | Servicios de responsabilidad civil
 80121800                | Servicios de derecho de familia
 80121900                | Servicios de participación compensada legal
 80131500                | Alquiler y arrendamiento de propiedades o edificaciones
 80131600                | Ventas de propiedades y edificios
 80131700                | Servicios de custodia y título
 80131800                | Servicios de administración inmobiliaria
 80141500                | Investigación de mercados
 80141600                | Actividades de ventas y promoción de negocios
 80141700                | Distribución
 80141800                | Servicios de correo
 80141900                | Exhibiciones y ferias comerciales
 80151500                | Facilitación del comercio
 80151600                | Servicios de comercio internacional
 80161500                | Servicios de apoyo gerencial
 80161600                | Supervisión de instalaciones de negocios
 80161700                | Servicios de recuperación de activos
 80161800                | Servicios de alquiler o arrendamiento de equipo de oficina
 81101500                | Ingeniería civil
 81101600                | Ingeniería mecánica
 81101700                | Ingeniería eléctrica y electrónica
 81101800                | Ingeniería química
 81101900                | Ingeniería de petróleos y gas
 81102000                | Ingeniería de minas
 81102100                | Ingeniería de océanos
 81102200                | Ingeniería de transporte
 81102300                | Ingeniería aeronáutica
 81102400                | Ingeniería de transmisión de energía eléctrica
 81102500                | Servicios de permisos
 81102600                | Servicios de muestreo
 81102700                | Servicios de diseño e ingeniería de sistemas instrumentados de control
 81111500                | Ingeniería de software o hardware
 81111600                | Programadores de computador
 81111700                | Sistemas de manejo de información MIS
 81111800                | Servicios de sistemas y administración de componentes de sistemas
 81111900                | Sistemas de recuperación de información
 81112000                | Servicios de datos
 81112100                | Servicios de internet
 81112200                | Mantenimiento y soporte de software
 81112300                | Mantenimiento y soporte de hardware de computador
 81112400                | Servicios de alquiler o arrendamiento de hardware de computador
 81112500                | Servicios de alquiler o arrendamiento de licencias de software de computador
 81121500                | Análisis económico
 81121600                | Sistemas y emisiones monetarias
 81131500                | Metodología y Análisis
 81141500                | Control de calidad
 81141600                | Manejo de cadena de suministros
 81141700                | Planeación y control de producción
 81141800                | Administración de instalaciones
 81141900                | Servicios de investigación y desarrollo de tecnología manufacturera
 81151500                | Meteorología
 81151600                | Cartografía
 81151700                | Geología
 81151800                | Oceanografía e hidrología
 81151900                | Geofísica
 81161500                | Servicios de administración de acceso
 81161600                | Servicios de correo electrónico y mensajería
 81161700                | Servicios de telecomunicaciones
 81161800                | Servicios de alquiler o arrendamiento de equipos o plataformas de voz y datos o multimedia
 82101500                | Publicidad impresa
 82101600                | Publicidad difundida
 82101700                | Publicidad aérea
 82101800                | Servicios de agencia de publicidad
 82101900                | Colocación y cumplimiento de medios
 82111500                | Escritura técnica
 82111600                | Escritura no técnica
 82111700                | Escritura creativa
 82111800                | Servicios editoriales y de soporte
 82111900                | Servicios de noticias y publicidad
 82112000                | Servicios de interpretación de idiomas de forma presencial
 82121500                | Impresión
 82121600                | Grabado
 82121700                | Fotocopiado
 82121800                | Publicación
 82121900                | Empaste de libros
 82131500                | Servicios de procesado de películas
 82131600                | Fotógrafos y cinematógrafos
 82141500                | Servicios de diseño artístico
 82141600                | Servicios de exhibición gráfica
 82151500                | Servicios de artes visuales
 82151600                | Artistas de circo
 82151700                | Profesionales de las artes escénicas
 83101500                | Servicios de acueducto y alcantarillado
 83101600                | Servicios de petróleo y gas
 83101800                | Servicios eléctricos
 83101900                | Conservación de energía
 83111500                | Comunicaciones telefónicas locales y de larga distancia
 83111600                | Servicios de comunicaciones móviles
 83111700                | Servicios de facsímil y telégrafos
 83111800                | Servicios de televisión
 83111900                | Servicios de radio
 83112200                | Servicios mejorados de telecomunicaciones
 83112300                | Servicios de telecomunicaciones por fibra
 83112400                | Servicios de telecomunicaciones de marcado conmutado y circuito de línea dedicada alquilada
 83112500                | Capacidades de eje troncal
 83112600                | Acceso de clientes
 83121500                | Bibliotecas
 83121600                | Centros de información
 83121700                | Servicios de comunicación masiva
 84101500                | Asistencia de desarrollo
 84101600                | Financiación de ayudas
 84101700                | Manejo de duda
 84111500                | Servicios contables
 84111600                | Servicios de auditoría
 84111700                | Finanzas corporativas
 84111800                | Asuntos y preparación de impuestos
 84121500                | Instituciones bancarias
 84121600                | Servicios de transferencia de fondos y canje y cambios
 84121700                | Asesoría de inversiones
 84121800                | Servicios de mercados de títulos valores y commodities
 84121900                | Banca hipotecaria
 84122000                | Servicios de cajillas de seguridad
 84131500                | Servicios de seguros para estructuras y propiedades y posesiones
 84131700                | Fondos de pensiones
 84141500                | Agencias  de crédito gubernamental
 84141600                | Agencias de crédito personal
 84141700                | Agencias de crédito comercial
 85111500                | Prevención y control de enfermedades contagiosas
 85111600                | Prevención y control de enfermedades no contagiosas
 85111700                | Manejo y control de vectores de enfermedad
 85121600                | Servicios médicos de doctores especialistas
 85121700                | Servicios de prestadores especialistas de servicios de salud
 85121800                | Laboratorios médicos
 85121900                | Farmacéuticos
 85122000                | Servicios dentales
 85122100                | Servicios de rehabilitación
 85122200                | Servicios de evaluación y valoración de salud individual
 85131500                | Servicios de medicina experimental
 85131600                | Ética médica
 85131700                | Ciencia e investigación médica
 85141500                | Curanderos
 85141600                | Tratamientos herbales
 85141700                | Práctica homeopática
 85151500                | Tecnología de alimentos
 85151600                | Asuntos nutricionales
 85151700                | Planeación y ayuda de política de alimentos
 85161500                | Reparación de equipo médico o quirúrgico
 85171500                | Servicios funerarios y asociados
 85171600                | Cuidado en hospicios
 86101500                | Servicios de entrenamiento en Agricultura y silvicultura y otros recursos naturales
 86101600                | Servicios de capacitación vocacional científica
 86101700                | Servicios de capacitación vocacional no - científica
 86101800                | Entrenamiento en servicio y desarrollo de mano de obra
 86111500                | Servicios de aprendizaje a distancia
 86111600                | Educación de adultos
 86111700                | Educación de idiomas
 86111800                | Intercambios estudiantiles
 86121500                | Escuelas preescolares, primarias y secundarias
 86121600                | Bachillerato o profesional técnico
 86121700                | Universidades y politécnicos
 86121800                | Escuelas profesionales
 86131500                | Bellas Artes
 86131600                | Música y drama
 86131700                | Conducción de vehículos, buques y aeronaves
 86131800                | Educación militar
 86131900                | Escuelas para gente con discapacidades
 86132000                | Servicios de educación y capacitación en administración
 86141500                | Servicios de guía educativa
 86141600                | Organizaciones de estudiantes
 86141700                | Tecnología educacional
 90101500                | Establecimientos para comer y beber
 90101600                | Servicios de banquetes y catering
 90101700                | Servicios de cafetería
 90101800                | Servicios de comida para llevar y a domicilio
 90111500                | Hoteles y moteles y pensiones
